id,manufacturer,manufacturer_code,car_type,model,model_code,sub_model,gen_code,period,source,fuel,displacement_l,turbo,drivetrain,seat,battery_kwh,range_km,trim,msrp_manwon,fleet,special
mf-002.md-036.sm-ka4.pw-디젤-2-2.tr-프레스티지,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,디젤,2.2,False,,9,,,프레스티지,3551,False,False
mf-002.md-036.sm-ka4.pw-디젤-2-2.tr-노블레스,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,디젤,2.2,False,,9,,,노블레스,3991,False,False
mf-002.md-036.sm-ka4.pw-디젤-2-2.tr-시그니처,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,디젤,2.2,False,,9,,,시그니처,4356,False,False
mf-002.md-036.sm-ka4.pw-디젤-2-2.tr-그래비티,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,디젤,2.2,False,,9,,,그래비티,4459,False,False
mf-002.md-036.sm-ka4.pw-디젤-2-2.tr-노블레스,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,디젤,2.2,False,,7,,,노블레스,3991,False,False
mf-002.md-036.sm-ka4.pw-디젤-2-2.tr-시그니처,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,디젤,2.2,False,,7,,,시그니처,4356,False,False
mf-002.md-036.sm-ka4.pw-디젤-2-2.tr-그래비티,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,디젤,2.2,False,,7,,,그래비티,4459,False,False
mf-002.md-036.sm-ka4.pw-가솔린-3-5.tr-프레스티지,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,가솔린,3.5,False,,9,,,프레스티지,3551,False,False
mf-002.md-036.sm-ka4.pw-가솔린-3-5.tr-노블레스,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,가솔린,3.5,False,,9,,,노블레스,3991,False,False
mf-002.md-036.sm-ka4.pw-가솔린-3-5.tr-시그니처,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,가솔린,3.5,False,,9,,,시그니처,4356,False,False
mf-002.md-036.sm-ka4.pw-가솔린-3-5.tr-그래비티,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,가솔린,3.5,False,,9,,,그래비티,4459,False,False
mf-002.md-036.sm-ka4.pw-가솔린-3-5.tr-하이리무진-특장업체,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,가솔린,3.5,False,,9,,,하이리무진 (특장업체),,True,False
mf-002.md-036.sm-ka4.pw-가솔린-3-5.tr-노블레스,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,가솔린,3.5,False,,7,,,노블레스,3991,False,False
mf-002.md-036.sm-ka4.pw-가솔린-3-5.tr-시그니처,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,가솔린,3.5,False,,7,,,시그니처,4356,False,False
mf-002.md-036.sm-ka4.pw-가솔린-3-5.tr-x-line,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,가솔린,3.5,False,,7,,,X Line,4459,False,False
mf-002.md-036.sm-ka4.pw-가솔린-3-5.tr-그래비티,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,가솔린,3.5,False,,7,,,그래비티,4459,False,False
mf-002.md-036.sm-ka4.pw-하이브리드-1-6.tr-노블레스,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,하이브리드,1.6,False,,7,,,노블레스,3991,False,False
mf-002.md-036.sm-ka4.pw-하이브리드-1-6.tr-시그니처,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,하이브리드,1.6,False,,7,,,시그니처,4356,False,False
mf-002.md-036.sm-ka4.pw-하이브리드-1-6.tr-x-line,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,하이브리드,1.6,False,,7,,,X Line,4459,False,False
mf-002.md-036.sm-ka4.pw-하이브리드-1-6.tr-그래비티,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,하이브리드,1.6,False,,7,,,그래비티,4459,False,False
mf-002.md-036.sm-ka4.pw-하이브리드-1-6.tr-하이리무진-특장업체,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,하이브리드,1.6,False,,7,,,하이리무진 (특장업체),,True,False
mf-002.md-036.sm-ka4.pw-하이브리드-1-6.tr-프레스티지,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,하이브리드,1.6,False,,9,,,프레스티지,3551,False,False
mf-002.md-036.sm-ka4.pw-하이브리드-1-6.tr-노블레스,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,하이브리드,1.6,False,,9,,,노블레스,3991,False,False
mf-002.md-036.sm-ka4.pw-하이브리드-1-6.tr-시그니처,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,하이브리드,1.6,False,,9,,,시그니처,4356,False,False
mf-002.md-036.sm-ka4.pw-하이브리드-1-6.tr-x-line,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,하이브리드,1.6,False,,9,,,X Line,4459,False,False
mf-002.md-036.sm-ka4.pw-하이브리드-1-6.tr-그래비티,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,하이브리드,1.6,False,,9,,,그래비티,4459,False,False
mf-002.md-036.sm-ka4.pw-하이브리드-1-6.tr-하이리무진-특장업체,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,하이브리드,1.6,False,,9,,,하이리무진 (특장업체),,True,False
mf-002.md-036.sm-ka4.pw-가솔린-3-5.tr-하이리무진-특장업체,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,가솔린,3.5,False,,4,,,하이리무진 (특장업체),,True,False
mf-002.md-036.sm-ka4.pw-하이브리드-1-6.tr-시그니처,기아,002,국산,카니발,036,더 뉴 카니발 KA4,KA4,23~현재,encar,하이브리드,1.6,False,,4,,,시그니처,4356,False,False
mf-002.md-036.sm-ka4.pw-디젤-2-2.tr-프레스티지,기아,002,국산,카니발,036,카니발 KA4,KA4,20~23,encar,디젤,2.2,False,,9,,,프레스티지,3551,False,False
mf-002.md-036.sm-ka4.pw-디젤-2-2.tr-노블레스,기아,002,국산,카니발,036,카니발 KA4,KA4,20~23,encar,디젤,2.2,False,,9,,,노블레스,3991,False,False
mf-002.md-036.sm-ka4.pw-디젤-2-2.tr-시그니처,기아,002,국산,카니발,036,카니발 KA4,KA4,20~23,encar,디젤,2.2,False,,9,,,시그니처,4356,False,False
mf-002.md-036.sm-ka4.pw-디젤-2-2.tr-노블레스,기아,002,국산,카니발,036,카니발 KA4,KA4,20~23,encar,디젤,2.2,False,,7,,,노블레스,3991,False,False
mf-002.md-036.sm-ka4.pw-디젤-2-2.tr-시그니처,기아,002,국산,카니발,036,카니발 KA4,KA4,20~23,encar,디젤,2.2,False,,7,,,시그니처,4356,False,False
mf-002.md-036.sm-ka4.pw-가솔린-3-5.tr-프레스티지,기아,002,국산,카니발,036,카니발 KA4,KA4,20~23,encar,가솔린,3.5,False,,9,,,프레스티지,3551,False,False
mf-002.md-036.sm-ka4.pw-가솔린-3-5.tr-노블레스,기아,002,국산,카니발,036,카니발 KA4,KA4,20~23,encar,가솔린,3.5,False,,9,,,노블레스,3991,False,False
mf-002.md-036.sm-ka4.pw-가솔린-3-5.tr-시그니처,기아,002,국산,카니발,036,카니발 KA4,KA4,20~23,encar,가솔린,3.5,False,,9,,,시그니처,4356,False,False
mf-002.md-036.sm-ka4.pw-가솔린-3-5.tr-노블레스,기아,002,국산,카니발,036,카니발 KA4,KA4,20~23,encar,가솔린,3.5,False,,7,,,노블레스,3991,False,False
mf-002.md-036.sm-ka4.pw-가솔린-3-5.tr-시그니처,기아,002,국산,카니발,036,카니발 KA4,KA4,20~23,encar,가솔린,3.5,False,,7,,,시그니처,4356,False,False
mf-002.md-036.sm-ka4.pw-가솔린-3-5.tr-하이리무진-특장업체,기아,002,국산,카니발,036,카니발 KA4,KA4,20~23,encar,가솔린,3.5,False,,7,,,하이리무진(특장업체),,True,False
mf-002.md-036.sm-ka4.pw-디젤-2-2.tr-프레스티지,기아,002,국산,카니발,036,카니발 KA4,KA4,20~23,encar,디젤,2.2,False,,11,,,프레스티지,3551,False,False
mf-002.md-036.sm-ka4.pw-디젤-2-2.tr-시그니처,기아,002,국산,카니발,036,카니발 KA4,KA4,20~23,encar,디젤,2.2,False,,11,,,시그니처,4356,False,False
mf-002.md-036.sm-ka4.pw-가솔린-3-5.tr-시그니처,기아,002,국산,카니발,036,카니발 KA4,KA4,20~23,encar,가솔린,3.5,False,,4,,,시그니처,4356,False,False
mf-002.md-036.sm-ka4.pw-디젤-3-5.tr-하이리무진-특장업체,기아,002,국산,카니발,036,카니발 KA4,KA4,20~23,encar,디젤,3.5,False,,9,,,하이리무진(특장업체),,True,False
mf-002.md-036.sm-yp.pw-디젤-2-2.tr-럭셔리,기아,002,국산,카니발,036,더 뉴 카니발 YP,YP,18~20,encar,디젤,2.2,False,,9,,,럭셔리,,False,False
mf-002.md-036.sm-yp.pw-디젤-2-2.tr-프레스티지,기아,002,국산,카니발,036,더 뉴 카니발 YP,YP,18~20,encar,디젤,2.2,False,,9,,,프레스티지,3551,False,False
mf-002.md-036.sm-yp.pw-디젤-2-2.tr-노블레스,기아,002,국산,카니발,036,더 뉴 카니발 YP,YP,18~20,encar,디젤,2.2,False,,9,,,노블레스,3991,False,False
mf-002.md-036.sm-yp.pw-디젤-2-2.tr-노블레스-스페셜,기아,002,국산,카니발,036,더 뉴 카니발 YP,YP,18~20,encar,디젤,2.2,False,,9,,,노블레스 스페셜,,False,True
mf-002.md-036.sm-yp.pw-디젤-2-2.tr-vip,기아,002,국산,카니발,036,더 뉴 카니발 YP,YP,18~20,encar,디젤,2.2,False,,7,,,VIP,,False,False
mf-002.md-036.sm-yp.pw-디젤-2-2.tr-프레지던트,기아,002,국산,카니발,036,더 뉴 카니발 YP,YP,18~20,encar,디젤,2.2,False,,7,,,프레지던트,,False,False
mf-002.md-036.sm-yp.pw-가솔린-3-3.tr-프레지던트,기아,002,국산,카니발,036,더 뉴 카니발 YP,YP,18~20,encar,가솔린,3.3,False,,7,,,프레지던트,,False,False
mf-002.md-036.sm-yp.pw-가솔린-3-3.tr-노블레스-스페셜,기아,002,국산,카니발,036,더 뉴 카니발 YP,YP,18~20,encar,가솔린,3.3,False,,9,,,노블레스 스페셜,,False,True
mf-002.md-036.sm-yp.pw-가솔린-3-3.tr-하이리무진-특장업체,기아,002,국산,카니발,036,더 뉴 카니발 YP,YP,18~20,encar,가솔린,3.3,False,,9,,,하이리무진(특장업체),,True,False
mf-002.md-036.sm-yp.pw-디젤-2-2.tr-디럭스,기아,002,국산,카니발,036,더 뉴 카니발 YP,YP,18~20,encar,디젤,2.2,False,,11,,,디럭스,,False,False
mf-002.md-036.sm-yp.pw-디젤-2-2.tr-프레스티지,기아,002,국산,카니발,036,더 뉴 카니발 YP,YP,18~20,encar,디젤,2.2,False,,11,,,프레스티지,3551,False,False
mf-002.md-036.sm-yp.pw-디젤-2-2.tr-럭셔리,기아,002,국산,카니발,036,올 뉴 카니발 YP,YP,14~18,encar,디젤,2.2,False,,9,,,럭셔리,,False,False
mf-002.md-036.sm-yp.pw-디젤-2-2.tr-프레스티지,기아,002,국산,카니발,036,올 뉴 카니발 YP,YP,14~18,encar,디젤,2.2,False,,9,,,프레스티지,3551,False,False
mf-002.md-036.sm-yp.pw-디젤-2-2.tr-프레스티지-하이루프,기아,002,국산,카니발,036,올 뉴 카니발 YP,YP,14~18,encar,디젤,2.2,False,,9,,,프레스티지 하이루프,,False,False
mf-002.md-036.sm-yp.pw-디젤-2-2.tr-노블레스,기아,002,국산,카니발,036,올 뉴 카니발 YP,YP,14~18,encar,디젤,2.2,False,,9,,,노블레스,3991,False,False
mf-002.md-036.sm-yp.pw-디젤-2-2.tr-노블레스-스페셜,기아,002,국산,카니발,036,올 뉴 카니발 YP,YP,14~18,encar,디젤,2.2,False,,9,,,노블레스 스페셜,,False,True
mf-002.md-036.sm-yp.pw-디젤-2-2.tr-하이리무진-특장업체,기아,002,국산,카니발,036,올 뉴 카니발 YP,YP,14~18,encar,디젤,2.2,False,,9,,,하이리무진(특장업체),,True,False
mf-002.md-036.sm-yp.pw-디젤-2-2.tr-디럭스,기아,002,국산,카니발,036,올 뉴 카니발 YP,YP,14~18,encar,디젤,2.2,False,,11,,,디럭스,,False,False
mf-002.md-036.sm-yp.pw-디젤-2-2.tr-프레스티지,기아,002,국산,카니발,036,올 뉴 카니발 YP,YP,14~18,encar,디젤,2.2,False,,11,,,프레스티지,3551,False,False
mf-002.md-036.sm-yp.pw-디젤-2-2.tr-노블레스,기아,002,국산,카니발,036,올 뉴 카니발 YP,YP,14~18,encar,디젤,2.2,False,,11,,,노블레스,3991,False,False
mf-002.md-036.sm-yp.pw-가솔린-3-3.tr-노블레스,기아,002,국산,카니발,036,올 뉴 카니발 YP,YP,14~18,encar,가솔린,3.3,False,,9,,,노블레스,3991,False,False
mf-002.md-036.sm-yp.pw-디젤-2-2.tr-매직스페이스,기아,002,국산,카니발,036,올 뉴 카니발 YP,YP,14~18,encar,디젤,2.2,False,,7,,,매직스페이스,,False,False
mf-002.md-036.sm-yp.pw-디젤-2-2.tr-vip,기아,002,국산,카니발,036,올 뉴 카니발 YP,YP,14~18,encar,디젤,2.2,False,,7,,,VIP,,False,False
mf-002.md-036.sm-yp.pw-디젤-2-2.tr-프레지던트,기아,002,국산,카니발,036,올 뉴 카니발 YP,YP,14~18,encar,디젤,2.2,False,,7,,,프레지던트,,False,False
mf-002.md-036.sm-yp.pw-가솔린-3-3.tr-프레지던트,기아,002,국산,카니발,036,올 뉴 카니발 YP,YP,14~18,encar,가솔린,3.3,False,,7,,,프레지던트,,False,False
mf-002.md-036.sm-vq.pw-디젤-2-2.tr-세부등급-없음,기아,002,국산,카니발,036,카니발 R VQ,VQ,10~14,encar,디젤,2.2,False,,11,,,(세부등급 없음),,False,False
mf-002.md-036.sm-vq.pw-디젤-2-2.tr-기본형,기아,002,국산,카니발,036,카니발 R VQ,VQ,10~14,encar,디젤,2.2,False,,11,,,기본형,,False,False
mf-002.md-036.sm-vq.pw-디젤-2-2.tr-휠체어-리프트-슬로프,기아,002,국산,카니발,036,카니발 R VQ,VQ,10~14,encar,디젤,2.2,False,,11,,,휠체어 리프트/슬로프,,True,False
mf-002.md-036.sm-vq.pw-디젤-2-2.tr-고급형,기아,002,국산,카니발,036,카니발 R VQ,VQ,10~14,encar,디젤,2.2,False,,11,,,고급형,,False,False
mf-002.md-036.sm-vq.pw-디젤-2-2.tr-프리미엄,기아,002,국산,카니발,036,카니발 R VQ,VQ,10~14,encar,디젤,2.2,False,,11,,,프리미엄,,False,False
mf-002.md-036.sm-vq.pw-디젤-2-2.tr-r-스페셜,기아,002,국산,카니발,036,카니발 R VQ,VQ,10~14,encar,디젤,2.2,False,,11,,,R 스페셜,,False,True
mf-002.md-036.sm-vq.pw-디젤-2-2.tr-최고급형,기아,002,국산,카니발,036,카니발 R VQ,VQ,10~14,encar,디젤,2.2,False,,11,,,최고급형,,False,False
mf-002.md-036.sm-vq.pw-디젤-2-2.tr-그랜드-카니발-하이리무진-gx,기아,002,국산,카니발,036,카니발 R VQ,VQ,10~14,encar,디젤,2.2,False,,11,,,그랜드 카니발 하이리무진 GX,,True,False
mf-002.md-036.sm-vq.pw-디젤-2-2.tr-그랜드-카니발-president,기아,002,국산,카니발,036,카니발 R VQ,VQ,10~14,encar,디젤,2.2,False,,11,,,그랜드 카니발 President,,False,False
mf-002.md-036.sm-vq.pw-가솔린-3-5.tr-프리미엄,기아,002,국산,카니발,036,카니발 R VQ,VQ,10~14,encar,가솔린,3.5,False,,11,,,프리미엄,,False,False
mf-002.md-036.sm-vq.pw-디젤-2-2.tr-세부등급-없음,기아,002,국산,카니발,036,카니발 R VQ,VQ,10~14,encar,디젤,2.2,False,,9,,,(세부등급 없음),,False,False
mf-002.md-036.sm-vq.pw-디젤-2-2.tr-기본형,기아,002,국산,카니발,036,카니발 R VQ,VQ,10~14,encar,디젤,2.2,False,,9,,,기본형,,False,False
mf-002.md-036.sm-vq.pw-디젤-2-2.tr-그랜드-팩,기아,002,국산,카니발,036,카니발 R VQ,VQ,10~14,encar,디젤,2.2,False,,9,,,그랜드 팩,,False,False
mf-002.md-036.sm-vq.pw-디젤-2-2.tr-최고급형,기아,002,국산,카니발,036,카니발 R VQ,VQ,10~14,encar,디젤,2.2,False,,9,,,최고급형,,False,False
mf-002.md-036.sm-vq.pw-디젤-2-2.tr-뉴카니발-리무진-president,기아,002,국산,카니발,036,카니발 R VQ,VQ,10~14,encar,디젤,2.2,False,,9,,,뉴카니발 리무진 President,,True,False
mf-002.md-036.sm-vq.pw-디젤-2-2.tr-이지무브,기아,002,국산,카니발,036,카니발 R VQ,VQ,10~14,encar,디젤,2.2,False,,8,,,이지무브,,True,False
mf-002.md-036.sm-vq.pw-가솔린-3-5.tr-카니발-리무진-프레지던트,기아,002,국산,카니발,036,카니발 R VQ,VQ,10~14,encar,가솔린,3.5,False,,9,,,카니발 리무진 프레지던트,,True,False
mf-002.md-036.sm-vq.pw-lpg-2-7.tr-기본형,기아,002,국산,카니발,036,카니발 R VQ,VQ,10~14,encar,LPG,2.7,False,,11,,,기본형,,False,False
mf-002.md-036.sm-vq.pw-디젤-2-9.tr-기본형,기아,002,국산,카니발,036,뉴카니발 VQ,VQ,06~10,encar,디젤,2.9,False,,9,,,기본형,,False,False
mf-002.md-036.sm-vq.pw-디젤-2-9.tr-최고급형,기아,002,국산,카니발,036,뉴카니발 VQ,VQ,06~10,encar,디젤,2.9,False,,9,,,최고급형,,False,False
mf-002.md-036.sm-vq.pw-lpg-2-7.tr-기본형,기아,002,국산,카니발,036,뉴카니발 VQ,VQ,06~10,encar,LPG,2.7,False,,9,,,기본형,,False,False
mf-002.md-036.sm-vq.pw-디젤-2-9.tr-세부등급-없음,기아,002,국산,카니발,036,그랜드 카니발 VQ,VQ,05~10,encar,디젤,2.9,False,,11,,,(세부등급 없음),,False,False
mf-002.md-036.sm-vq.pw-디젤-2-9.tr-glx-하이리무진,기아,002,국산,카니발,036,그랜드 카니발 VQ,VQ,05~10,encar,디젤,2.9,False,,11,,,GLX 하이리무진,,True,False
mf-002.md-036.sm-vq.pw-디젤-2-9.tr-고급형,기아,002,국산,카니발,036,그랜드 카니발 VQ,VQ,05~10,encar,디젤,2.9,False,,11,,,고급형,,False,False
mf-002.md-036.sm-vq.pw-디젤-2-9.tr-그랜드-팩,기아,002,국산,카니발,036,그랜드 카니발 VQ,VQ,05~10,encar,디젤,2.9,False,,11,,,그랜드 팩,,False,False
mf-002.md-036.sm-vq.pw-디젤-2-9.tr-프레지던트,기아,002,국산,카니발,036,그랜드 카니발 VQ,VQ,05~10,encar,디젤,2.9,False,,11,,,프레지던트,,False,False
mf-002.md-036.sm-vq.pw-디젤-2-9.tr-최고급형,기아,002,국산,카니발,036,그랜드 카니발 VQ,VQ,05~10,encar,디젤,2.9,False,,11,,,최고급형,,False,False
mf-002.md-036.sm-vq.pw-lpg-2-7.tr-세부등급-없음,기아,002,국산,카니발,036,그랜드 카니발 VQ,VQ,05~10,encar,LPG,2.7,False,,11,,,(세부등급 없음),,False,False
mf-002.md-036.sm-vq.pw-lpg-2-7.tr-기본형,기아,002,국산,카니발,036,그랜드 카니발 VQ,VQ,05~10,encar,LPG,2.7,False,,11,,,기본형,,False,False
mf-002.md-036.sm-vq.pw-lpg-2-7.tr-고급형,기아,002,국산,카니발,036,그랜드 카니발 VQ,VQ,05~10,encar,LPG,2.7,False,,11,,,고급형,,False,False
mf-002.md-036.sm-vq.pw-디젤-2-9.tr-limited-리무진,기아,002,국산,카니발,036,그랜드 카니발 VQ,VQ,05~10,encar,디젤,2.9,False,,9,,,LIMITED 리무진,,True,False
mf-002.md-027.sm-mq4.pw-가솔린-2-5-2wd.tr-프레스티지,기아,002,국산,쏘렌토,027,더 뉴 쏘렌토 MQ4,MQ4,23~현재,encar,가솔린,2.5,False,2WD,5,,,프레스티지,3580,False,False
mf-002.md-027.sm-mq4.pw-가솔린-2-5-2wd.tr-노블레스,기아,002,국산,쏘렌토,027,더 뉴 쏘렌토 MQ4,MQ4,23~현재,encar,가솔린,2.5,False,2WD,5,,,노블레스,3891,False,False
mf-002.md-027.sm-mq4.pw-가솔린-2-5-2wd.tr-시그니처,기아,002,국산,쏘렌토,027,더 뉴 쏘렌토 MQ4,MQ4,23~현재,encar,가솔린,2.5,False,2WD,5,,,시그니처,4168,False,False
mf-002.md-027.sm-mq4.pw-가솔린-2-5-2wd.tr-그래비티,기아,002,국산,쏘렌토,027,더 뉴 쏘렌토 MQ4,MQ4,23~현재,encar,가솔린,2.5,False,2WD,5,,,그래비티,4291,False,False
mf-002.md-027.sm-mq4.pw-가솔린-2-5-4wd.tr-노블레스,기아,002,국산,쏘렌토,027,더 뉴 쏘렌토 MQ4,MQ4,23~현재,encar,가솔린,2.5,False,4WD,7,,,노블레스,3891,False,False
mf-002.md-027.sm-mq4.pw-가솔린-2-5-4wd.tr-시그니처,기아,002,국산,쏘렌토,027,더 뉴 쏘렌토 MQ4,MQ4,23~현재,encar,가솔린,2.5,False,4WD,7,,,시그니처,4168,False,False
mf-002.md-027.sm-mq4.pw-가솔린-2-5-4wd.tr-그래비티,기아,002,국산,쏘렌토,027,더 뉴 쏘렌토 MQ4,MQ4,23~현재,encar,가솔린,2.5,False,4WD,7,,,그래비티,4291,False,False
mf-002.md-027.sm-mq4.pw-가솔린-2-5-4wd.tr-시그니처-x-line,기아,002,국산,쏘렌토,027,더 뉴 쏘렌토 MQ4,MQ4,23~현재,encar,가솔린,2.5,False,4WD,7,,,시그니처 X Line,4260,False,True
mf-002.md-027.sm-mq4.pw-디젤-2-2-2wd.tr-프레스티지,기아,002,국산,쏘렌토,027,더 뉴 쏘렌토 MQ4,MQ4,23~현재,encar,디젤,2.2,False,2WD,5,,,프레스티지,3580,False,False
mf-002.md-027.sm-mq4.pw-디젤-2-2-2wd.tr-노블레스,기아,002,국산,쏘렌토,027,더 뉴 쏘렌토 MQ4,MQ4,23~현재,encar,디젤,2.2,False,2WD,5,,,노블레스,3891,False,False
mf-002.md-027.sm-mq4.pw-디젤-2-2-2wd.tr-시그니처,기아,002,국산,쏘렌토,027,더 뉴 쏘렌토 MQ4,MQ4,23~현재,encar,디젤,2.2,False,2WD,5,,,시그니처,4168,False,False
mf-002.md-027.sm-mq4.pw-하이브리드-1-6-2wd.tr-프레스티지,기아,002,국산,쏘렌토,027,더 뉴 쏘렌토 MQ4,MQ4,23~현재,encar,하이브리드,1.6,False,2WD,7,,,프레스티지,3580,False,False
mf-002.md-027.sm-mq4.pw-하이브리드-1-6-2wd.tr-노블레스,기아,002,국산,쏘렌토,027,더 뉴 쏘렌토 MQ4,MQ4,23~현재,encar,하이브리드,1.6,False,2WD,7,,,노블레스,3891,False,False
mf-002.md-027.sm-mq4.pw-하이브리드-1-6-2wd.tr-시그니처,기아,002,국산,쏘렌토,027,더 뉴 쏘렌토 MQ4,MQ4,23~현재,encar,하이브리드,1.6,False,2WD,7,,,시그니처,4168,False,False
mf-002.md-027.sm-mq4.pw-하이브리드-1-6-2wd.tr-그래비티,기아,002,국산,쏘렌토,027,더 뉴 쏘렌토 MQ4,MQ4,23~현재,encar,하이브리드,1.6,False,2WD,7,,,그래비티,4291,False,False
mf-002.md-027.sm-mq4.pw-하이브리드-1-6-2wd.tr-시그니처-x-line,기아,002,국산,쏘렌토,027,더 뉴 쏘렌토 MQ4,MQ4,23~현재,encar,하이브리드,1.6,False,2WD,7,,,시그니처 X Line,4260,False,True
mf-002.md-027.sm-mq4.pw-디젤-2-2-4wd.tr-프레스티지,기아,002,국산,쏘렌토,027,더 뉴 쏘렌토 MQ4,MQ4,23~현재,encar,디젤,2.2,False,4WD,7,,,프레스티지,3580,False,False
mf-002.md-027.sm-mq4.pw-디젤-2-2-4wd.tr-노블레스,기아,002,국산,쏘렌토,027,더 뉴 쏘렌토 MQ4,MQ4,23~현재,encar,디젤,2.2,False,4WD,7,,,노블레스,3891,False,False
mf-002.md-027.sm-mq4.pw-디젤-2-2-4wd.tr-시그니처,기아,002,국산,쏘렌토,027,더 뉴 쏘렌토 MQ4,MQ4,23~현재,encar,디젤,2.2,False,4WD,7,,,시그니처,4168,False,False
mf-002.md-027.sm-mq4.pw-디젤-2-2-4wd.tr-시그니처-x-line,기아,002,국산,쏘렌토,027,더 뉴 쏘렌토 MQ4,MQ4,23~현재,encar,디젤,2.2,False,4WD,7,,,시그니처 X Line,4260,False,True
mf-002.md-027.sm-mq4.pw-하이브리드-1-6-4wd.tr-시그니처,기아,002,국산,쏘렌토,027,더 뉴 쏘렌토 MQ4,MQ4,23~현재,encar,하이브리드,1.6,False,4WD,5,,,시그니처,4168,False,False
mf-002.md-027.sm-mq4.pw-하이브리드-1-6-4wd.tr-그래비티,기아,002,국산,쏘렌토,027,더 뉴 쏘렌토 MQ4,MQ4,23~현재,encar,하이브리드,1.6,False,4WD,5,,,그래비티,4291,False,False
mf-002.md-027.sm-mq4.pw-하이브리드-1-6-2wd.tr-프레스티지,기아,002,국산,쏘렌토,027,쏘렌토 MQ4,MQ4,20~23,encar,하이브리드,1.6,False,2WD,5,,,프레스티지,3580,False,False
mf-002.md-027.sm-mq4.pw-하이브리드-1-6-2wd.tr-노블레스,기아,002,국산,쏘렌토,027,쏘렌토 MQ4,MQ4,20~23,encar,하이브리드,1.6,False,2WD,5,,,노블레스,3891,False,False
mf-002.md-027.sm-mq4.pw-하이브리드-1-6-2wd.tr-시그니처,기아,002,국산,쏘렌토,027,쏘렌토 MQ4,MQ4,20~23,encar,하이브리드,1.6,False,2WD,5,,,시그니처,4168,False,False
mf-002.md-027.sm-mq4.pw-하이브리드-1-6-2wd.tr-그래비티,기아,002,국산,쏘렌토,027,쏘렌토 MQ4,MQ4,20~23,encar,하이브리드,1.6,False,2WD,5,,,그래비티,4291,False,False
mf-002.md-027.sm-mq4.pw-디젤-2-2-2wd.tr-트렌디,기아,002,국산,쏘렌토,027,쏘렌토 MQ4,MQ4,20~23,encar,디젤,2.2,False,2WD,5,,,트렌디,,False,False
mf-002.md-027.sm-mq4.pw-디젤-2-2-2wd.tr-프레스티지,기아,002,국산,쏘렌토,027,쏘렌토 MQ4,MQ4,20~23,encar,디젤,2.2,False,2WD,5,,,프레스티지,3580,False,False
mf-002.md-027.sm-mq4.pw-디젤-2-2-2wd.tr-노블레스,기아,002,국산,쏘렌토,027,쏘렌토 MQ4,MQ4,20~23,encar,디젤,2.2,False,2WD,5,,,노블레스,3891,False,False
mf-002.md-027.sm-mq4.pw-디젤-2-2-2wd.tr-시그니처,기아,002,국산,쏘렌토,027,쏘렌토 MQ4,MQ4,20~23,encar,디젤,2.2,False,2WD,5,,,시그니처,4168,False,False
mf-002.md-027.sm-mq4.pw-디젤-2-2-2wd.tr-그래비티,기아,002,국산,쏘렌토,027,쏘렌토 MQ4,MQ4,20~23,encar,디젤,2.2,False,2WD,5,,,그래비티,4291,False,False
mf-002.md-027.sm-mq4.pw-가솔린-2-5-2wd.tr-트렌디,기아,002,국산,쏘렌토,027,쏘렌토 MQ4,MQ4,20~23,encar,가솔린,2.5,False,2WD,5,,,트렌디,,False,False
